question_number,unit_number,chapter_number,grammar_ref,question,choice_a,choice_b,choice_c,choice_d,answer
687,6(2),51,N4-51,強い風が吹いています。木が_____そうです。,倒れる,倒れ,倒れて,倒れた,B
688,6(2),51,N4-51,袋が（　）そうです。,破れる,破る,破れ,破れた,C
689,6(2),51,N4-51,風でひが（　）そうです。,消える,消して,消した,消え,D
690,6(2),51,N4-51,ズボンのポケットから財布が（　）そうです。,落ち,落ちる,落ちて,落ちた,A
691,6(2),51,N4-51,約束の時間に（　）そうです。,遅れる,遅れ,遅れた,遅れて,B
692,6(2),52,N4-52,"A:雨でも海へ行きますか。
B：はい、雨が_______行きます。",降れば,降るなら,降っても,降る,C
693,6(2),52,N4-52,________、いいパソコンが欲しい。,高いなら,高ければ,高いのに,高くても,D
694,6(2),52,N4-52,今度のパーテイーは申し＿＿＿＿＿ても、参加できます。,込まなく,込み,込ま,込まないで,A
695,6(2),52,N4-52,"A:２月になったら、雪が降りますか。
B：いいえ。（　）、少しだけです。",降れば,降っても,降るなら,降るのに,B
696,6(2),52,N4-52,"A:急いで行って、次の電車に乗りましょう。
B：今から（　）、間に合いませんよ。",急げば,急いだら,急いでも,急いで,C
697,6(2),52,N4-52,"A:私はまだ日本語があまり上手じゃないんですが、大丈夫ですか。
B：ええ。日本語が（　）、大丈夫です。",下手なら,下手だ,下手なのに,下手でも,D
698,6(2),52,N4-52,"A:英語ができなかったら、この仕事はできませんか。
B：大丈夫です。（　）この仕事はできますよ。",英語ができなくても,英語ができなくて,英語ができないなら,英語ができないのに,A
699,6(2),52,N4-52,"A：車だったら、駅まで１０分で行けますか。
B：いいえ。遠いので、（　）１０分では行けません。",車なら,車でも,車だったら,車なので,B
700,6(2),52,N4-52,"A:こちらの部屋はいかがですか。ちょっとルイですが広いですよ。
B：いいですね。（    ）、広い方がいいです。",古いなら,古ければ,古くても,古いのに,C
701,6(2),52,N4-52,いつ_______、彼は留守です。,行けば,行くなら,行くのに,行っても,D
702,6(2),52,N4-52,この文は難しくて、何回______、わかりません。,読んでも,読めば,読んだら,読むのに,A
703,6(2),52,N4-52,彼はどんな_______できます。,スポーツなら,スポーツでも,スポーツは,スポーツが,B
704,6(2),52,N4-52,生活や勉強がどんなに________、私は留学したい。,大変なら,大変な,大変でも,大変なのに,C
705,6(2),52,N4-52,木村さんはどこに行ったのだろう。　＿＿＿に聞いても知らないという。,何,どれ,いつ,だれ,D
706,6(2),52,N4-52,自転車の鍵を無くしてしまって、____を探しても見つからない。,どこ,何,どれ,いつ,A
707,6(2),52,N4-52,お腹が空いている時は何を_____美味しいと思う。,食べて,食べても,食べなくても,食べると,B
708,6(2),52,N4-52,山中さんは＿＿＿＿あっても元気に挨拶してくれる,だれが,だれを,だれに,だれか,C
709,6(2),52,N4-52,雨______、ゴルフをしたんですか。,だから,で,なら,なのに,D
710,6(2),52,N4-52,雨______、サッカーの試合はありますよ。,でも,なのに,だから,なら,A
719,6(2),53,N4-53,お金が＿＿＿＿＿何も買えません。,なくても,なくて,ないで,ない,B
720,6(2),53,N4-53,日本へきて、町が＿＿＿＿＿驚きました。,にぎやかでも,にぎやかで,にぎやかだ,にぎやかな,B
721,kai 6(2),52,N4-52,宝くじが_______、高価な物を買うつもりはありません。,当たって,当たっても,当てて,当てても,B
722,kai 6(2),52,N4-52,______、全然答えがわかりません。,考えて,考えても,考えなくても,考えたと,B
723,kai 6(2),52,N4-52,明日は大事な試験の日なので、熱が______学校に行きます。,いても,あっても,持っても,来ても,B
724,kai 6(2),52,N4-52,１万円______、バンジージャンプはしたくない。,あげても,持っても,もらっても,なくしても,C
725,kai 6(2),52,N4-52,友達にメール______、全然返事が返ってこない。,しても,して,すると,したから,A
726,kai 6(2),52,N4-52,______、少し寝ます。,眠くて,眠くても,眠いから,眠いと,C
727,kai 6(2),52,N4-52,______、エアコンは使いません。扇風機で十分です。,寒くても,暑くても,もったいなくても,めんどくさくても,B
728,kai 6(2),52,N4-52,体に______、タバコを吸いません。,悪くても,悪いから,悪くて,悪いと,B
729,kai 6(2),52,N4-52,あのレストランは評判が悪いので、______行きません,安いから,安くても,高いので,高くても,B
730,kai 6(2),52,N4-52,______、電車を使いません。,便利だから,便利で,便利でも,便利なので,C
731,kai 6(2),52,N4-52,______、やる価値(かち)があります,ダメで,ダメだから,ダメなので,ダメでも,D
732,kai 6(2),52,N4-52,半額_____、買いました,で,でも,くても,だから,D
733,kai 6(2),52,N4-52,お金がないので、日曜日_____働きます,で,でも,ても,だから,B
734,6(2),54,N4-54,美味しかったので、_______すぎてしまいました。,食べる,食べた,食べ,食べよう,C
735,6(2),54,N4-54,カバンに荷物を_________すぎたので、重くて、もてません。,入れる,入れた,入れて,入れ,D
736,6(2),54,N4-54,このパズルは________すぎて、できません。,複雑,複雑な,複雑に,複雑だ,A
737,6(2),54,N4-54,ベッドが__________すぎて、部屋に入りませんでした。,大きい,大き,大きく,大きかった,B
738,6(2),54,N4-54,先月はお金を＿＿＿＿すぎたから、今月は使わないようにします。,使う,使って,使い,使った,C
739,6(2),54,N4-54,食べ物を＿＿＿＿すぎて、冷蔵庫の中に全部入りません。,買う,買って,買った,買い,D
740,6(2),54,N4-54,昨日お酒を＿＿＿＿すぎて、今日は頭が痛いです。,飲み,飲む,飲んで,飲んだ,A
741,6(2),54,N4-54,このお菓子は＿＿＿＿すぎて、あまり美味しくない。,甘い,甘,甘く,甘かった,B
742,6(2),54,N4-54,この問題は＿＿＿＿＿＿すぎて、面白くないです。,簡単な,簡単に,簡単,簡単だ,C
743,6(2),54,N4-54,テレビの音が＿＿＿＿＿＿すぎるから、もっと小さくしてください。,大きい,大きく,大きかった,大き,D
744,6(2),55,N4-55,約束の時間に＿＿＿＿＿＿ように、早く家を出ました。,遅れない,遅れて,遅れないで,遅れなかった,A
745,6(2),55,N4-55,子供が＿＿＿＿＿＿＿ように、小さく切ります。,食べ,食べられる,食べさせる,食べる,B
746,6(2),55,N4-55,留学生にも＿＿＿＿＿＿＿ように、簡単な言葉で説明してください。,分かって,分かり,分かる,分からなく,C
747,6(2),55,N4-55,きれいな花が＿＿＿＿＿＿ように、毎日水をやります。,咲いて,咲かない,咲かせる,咲く,D
748,6(2),55,N4-55,電話番号を＿＿＿＿ように、ノートに書いておきます。,忘れない,忘れる,忘れて,忘れなく,A
749,6(2),55,N4-55,みんなに＿＿＿＿ように、大きい声で話してください。,聞く,聞こえる,聞けて,聞かせ,B
750,6(2),55,N4-55,寒いですから、風邪を＿＿＿＿ように、気をつけてください。,引く,引いて,引かない,引かなかった,C
751,6(2),55,N4-55,６時の電車に＿＿＿＿ように、早く起きました。,間に合って,間に合わなく,間に合えば,間に合う,D
752,6(2),55,N4-55,体が丈夫に＿＿＿ように、毎日運動しています。,なる,なって,なれば,なりたい,A
753,6(2),55,N4-55,日本の歌が上手に＿＿＿＿ように、毎日練習しています。,歌う,歌える,歌って,歌いたい,B
754,6(2),56,N4-56,あのレストラン、料理は________し、_______し、おすすめですよ。,美味しくて / 安くて,美味しいだ / 安いだ,美味しい / 安い,美味しいな / 安いな,C
755,6(2),56,N4-56,"A:　映画、見に行かない？
B：ごめん、今日は無理。ゼミの発表のじゅんびもあるし、レポートも__________し。",書く,書かなければいけなくて,書かなければいけないだ,書かなければいけない,D
756,6(2),56,N4-56,今の部屋は狭いし、駅から_______し、引っ越したいと思っているんです。,遠くて,遠いな,遠い,遠いだ,C
757,6(2),56,N4-56,"A: どうして山田先生が好きなんですか。
B：熱心だし、_________し、それに親切ですから。",面白くて,面白い,面白いだ,面白いな,B
758,6(2),56,N4-56,コーヒーも＿＿＿＿し、店員さんも＿＿＿＿し、よくこの店に来ます。,美味しい / 親切だ,美味しいだ / 親切,美味しくて / 親切で,美味しいな / 親切な,A
759,6(2),56,N4-56,"A: ここはいいところですね。
B：そうですね。綺麗な景色も＿＿＿＿し、温泉も＿＿＿＿し、とてもいいホテルですね。",見られて / あって,見られる / ある,見られるだ / あるだ,見られるな / あるな,B
760,6(2),56,N4-56,"A:こちらのカバンはいかがですか。
B：そうですね。＿＿＿＿し、サイズもちょうど＿＿＿＿＿＿し。。。じゃ、これにします。",軽くて / よくて,軽いだ / いいだ,軽い / いい,軽いない / いいな,C
761,6(2),56,N4-56,"A:高橋さんはどんな人ですか。
B：いい人です。英語も＿＿＿＿し、＿＿＿＿＿＿し、それに優しいです。",できて / 真面目で,できるだ / 真面目,できるな / 真面目な,できる / 真面目だ,D
762,6(2),56,N4-56,今日は＿＿＿＿し、天気も＿＿＿＿し、どこかへ遊びに行きたいですね。,日曜日だ / いい,日曜日 / いいだ,日曜日で / よくて,日曜日な / いいな,A
763,7(1),57,N4-57,混ぜる＿＿＿＿。危険。,な,の,か,よ,A
764,7(1),57,N4-57,負ける＿＿＿＿！,ね,な,よ,ぞ,B
765,7(1),57,N4-57,"A:僕が過敏わったこと、絶対誰にも＿＿＿＿＿よ。
B:わかったよ。言わないよ！",言う,言った,言うな,言うなで,C
766,7(1),57,N4-57,「使用禁止」は________という意味です。,使う,使え,使わない,使うな,D
767,7(1),57,N4-57,このマークはまっすぐ_______と言う意味です。,行くな,行け,行く,行かない,A
768,7(1),57,N4-57,先生は授業の時は辞書を________と言います。,見る,見るな,見ろ,見ない,B
769,7(1),57,N4-57,美術館で写真を_________と言われました。,撮る,撮れ,撮るな,撮らない,C
770,7(1),57,N4-57,このマックは洗濯機で（　）と言う意味です。,洗う,洗え,洗わない,洗うな,D
771,7(1),57,N4-57,このマックはここで野球を（　）と言う意味です。,するな,しろ,する,しない,A
772,7(1),57,N4-57,このマックはここに車を（　）と言う意味です。,止める,止めるな,止めろ,止めない,B
773,7(1),57,N4-57,このマークはタバコを（　）と言う意味です。,吸う,吸え,吸うな,吸わない,C
774,7(1),57,N4-57,このマーク写真を（　）と言う意味です。,撮って,撮った,撮る,撮るな,D
775,7(1),58,N4-58,赤の信号は_______と言う意味です,止まれ,止まる,止める,止まれな,A
776,7(1),58,N4-58,_________！打て！,打つ,打て,打てな,打とう,B
777,7(1),58,N4-58,父はいつも私に、________と言う。,勉強する,勉強して,勉強しろ,勉強しな,C
778,7(1),58,N4-58,この道は危ないから、＿＿＿＿＿＿よ！,歩く,歩いて,歩けな,歩け,D
779,7(1),58,N4-58,もっとゆっくり＿＿＿＿！,曲がれ,曲がって,曲がる,曲がれな,A
780,7(1),58,N4-58,早くこっちへ＿＿＿＿＿！,片付ける,片付けろ,片付けな,片付け,B
781,7(1),58,N4-58,父はいつ私に部屋を＿＿＿＿＿と言います。,する,して,しろ,しな,C
782,7(1),58,N4-58,このマックは、右へ＿＿＿＿＿と言う意味です。,来る,来て,来いな,来い,D
783,7(1),59,N4-59,"A:今日、佐解さんは休みですか。
B:え、さっき、竜話でかぜをひい( って ・X )言っていました。",って,X,んで,と,A
784,7(1),59,N4-59,"A:入院していた( って ・X )聞きましたけど、もう大丈夫なんですか。
B:ええ。ありがとうございます。おか げさまで。",ん,って,X,と,B
785,7(1),59,N4-59,あそこに「軍に淫意!」( って ・X )書いてありますよ。,と,X,って,ん,C
786,7(1),59,N4-59,いっしょに旅行に行こうって友だちとやくそくしたのに、仕事で行けなくな( って ・X ) しまいました。,と,X,ん,って,D
787,7(1),59,N4-59,"A:小林さん、今日来られる( って ・X )言っていた?
B:ちょっと遅れてもよければ、笑丈夫だって。",って,X,ん,と,A
788,7(1),59,N4-59,"A:天気よほう、見た?
B :うん。 午後から雪が降るっ て。",X,って,ん,と,B
789,7(1),59,N4-59,大川さん、この小説を書くのに1 かったんだ( って ・X ). 本当かな（って・X）？,って,X,んで,と,A
790,7(1),59,N4-59,ぽく、白替木さんとプールへ行くんだ 　(って・　X)。　築しみだなあ。,ん,って,X,と,B
791,7(1),59,N4-59,今日の最高気温は3 6 度だ　(って・X)　 テレ ビで言 ってたよ。,と,X,って,ん,C
792,7(1),59,N4-59,佐藤さんに聞いたんだけど、こうやって作ると、おいしいんだ　(って・✕)　。,と,X,ん,って,D
793,7(1),59,N4-59,"A:お父さん、夕方5時の飛行機だ　(って・X)　言っていたよ。
B :じゃ、 もうすぐ帰ってくるね。",って,X,ん,と,A
794,7(1),60,N4-60,子どものとき 、 祖母はよく私に本を＿＿＿＿＿。,読みました,読んであげました,読んでもらいました,読んでくれました,D
795,7(1),60,N4-60,友だちがコンサートに＿＿＿＿＿ので、いっしょに行きました。,誘う,誘ってあげた,誘ってくれた,誘ってもらった,C
796,7(1),60,N4-60,兄はいつもサッカーを＿＿＿＿＿,教えてあげます,教えてもらいます,教えてくれます,教えてもいいです,C
797,7(1),60,N4-60,手伝って＿＿＿＿＿、ありがとう。おかげで草く終わったよ。 ,もらって,くれて,あげて,いて,B
798,7(1),60,N4-60,道がわからなくて困っていたとき、知らない人が親切に案内して ＿＿＿＿＿んです。それが今の彼女です。,くれた,いる,くれる,あげた,A
799,7(1),60,N4-60,"A:ちょっとこの仕事を手伝って＿＿＿＿＿んですが..。
B:いいですよ。",もらいたい,くれたい,あげたい,もいい,A
800,7(1),60,N4-60,姉はいつも私におかしを＿＿＿＿＿。そのせいで、太ってしまいました。,あげます,くれます,もらいます,います,B
801,7(1),60,N4-60,誕生日に彼がネックレスを＿＿＿＿＿。,くれた,もらった,あげた,もっている,A
802,7(1),60,N4-60,"A:いいカメラだね。どこで買ったの?
B:誕生日に父が＿＿＿＿＿んだ。",あげた,もらった,くれた,ある,C
803,7(1),60,N4-60,先生はいい大学を紹介して＿＿＿＿＿。,くださました,くださいました,ください,くださってました,B
804,7(1),60,N4-60,佐々木さんはよく私たちにケーキを買ってきて＿＿＿＿＿。,ください,くださいます,あげます,くださます,B
805,7(1),60,N4-60,部長は結婚のおいわいにきれいな絵を私たちに＿＿＿＿＿。,あげました,もらいました,くださいました,くれました,C
806,7(1),60,N4-60,山田さんは昨日メールの返事を＿＿＿＿＿。私は一日中返事を待っていました。,くださいませんでした,くださいません,あげませんでした,もらいませんでした,A
807,7(1),60,N4-60,けがをしたとき、友だちが料理を持ってきて＿＿＿＿＿。,もってきてあげました,もってきてくれました,もってきてもらいました,もってきてくださいました,B
808,kai7(1),60,N4-60,朝、まだ寝ているとき、友だちに＿＿＿＿＿。,来られました,来てくれました,来てもらいました,来てあげました,A
809,kai7(1),60,N4-60,昨日は誕生日だったので、お父さんにおもちゃを買って＿＿＿＿＿。,あげました,もらいました,くれました,くださいました,B
810,kai7(1),60,N4-60,友達が体調が悪かったので、友達にシチューを作って＿＿＿＿＿。,あげました,もらいました,くれました,くださいました,A
811,kai7(1),60,N4-60,友達の宿題を手伝って＿＿＿＿＿。そのかわりに、コーヒーをごちそうになりました。,あげました,もらいました,くれました,くださいました,A
812,kai7(1),60,N4-60,小さいころ、よく寝坊しました。遅刻しそうな時、母によく起こして＿＿＿＿＿。,あげました,もらいました,くれました,くださいました,B
813,kai7(1),60,N4-60,夜中に虫が出たので、母に＿＿＿＿＿＿＿。,起こしてあげました,起こしてもらいました,起こしてくれました,起こされました,D
814,kai7(1),60,N4-60,小さいころ、一人で起きられませんでした。だから、母がよく起こして＿＿＿＿＿。,あげました,もらいました,くれました,くださいました,C
815,7(1),61,N4-61,日本に来たときは、なっとうが食べられませんでしたが、今は食べられる＿＿＿＿＿。,なりました,となりました,ようになりました,になりました,C
816,7(2),61,N4-61,"A : いつ日本語で電話がかけられる＿＿＿＿＿か。
B : すぐできるようになりますよ。",ようになります,となります,になります,ってなります,A
817,7(2),61,N4-61,毎日日本のテレビを見たら、 日本人の話が＿＿＿＿＿ようになりますか。,わかる,わかった,わかります,わかって,A
818,7(2),61,N4-61,２０歳になったので、 お酒が＿＿＿＿＿ようになりました。,飲む,飲んで,飲める,飲まれる,C
819,7(2),61,N4-61,今年の夏、やっと１００メートル＿＿＿＿＿ようになりました。,泳ぐ,泳がせる,泳げる,泳いで,C
820,7(2),61,N4-61,自動車学校で１か月練習して、車が＿＿＿＿＿ようになりました。,運転,運転する,運転して,運転できる,D
821,7(2),61,N4-61,病気がなおって、ご飯が________ようになった。,食べられる,食べられない,ある,ない,A
822,7(2),61,N4-61,早く日本語の新聞が読める_________です。,ようになります,ようになる,ようになりたい,ようになって,C
823,7(2),62,N4-62,あの山は＿＿＿＿＿が２０００メートルあります。,高い,高いさ,高さ,高,C
824,7(2),62,N4-62,自分で働けば 、お金の＿＿＿＿＿がわかりますよ。,大切だ,大切な,大切,大切さ,D
825,7(2),62,N4-62,"佐藤：鈴木さんの部屋の ＿＿＿はどれくらいですか。
鈴木：そうですね。 ３０平方メートルくらいです 。",広さ,小ささ,サイズさ,大きいさ,A
826,7(2),62,N4-62,"鈴木：佐藤さんの部屋は、駅から近いですが、せまいですね。
佐藤：私は部屋の広さよりも＿＿＿＿＿のほうが大切だと思うんです。",速さ,高さ,便利さ,近さ,C
827,7(2),62,N4-62,今年の冬は＿＿＿＿＿＿がきびしいそうです。,寒い,寒そう,寒さ,寒すぎる,C
828,7(2),62,N4-62,ちょっとこの荷物の＿＿＿＿＿をはかってください。ちょっと重すぎるかもしれません。,サイズ,広さ,高さ,重さ,D
829,7(2),62,N4-62,留学したとき、クラスの友だちの＿＿＿＿＿＿ がとても嬉しかった,やさしさ,やさしいさ,やさしい,やささ,A
830,7(2),63,N4-63,"A:夏休みに旅行に行こうよ。
B:う ん、 ど こが い い ?",,,,,
831,7(2),63,N4-63,"A: この映画、おもしろそ うだね。
B:うん。主曜当に見に行こうか",,,,,
832,7(2),63,N4-63,"A:この おか し、 あ げよう か。
B :うん。ありがとう",,,,,
833,7(2),63,N4-63,"疲れましたから、ちょっと休みましょう。
→疲れたから、ちょっと(         )。",,,,,
834,7(2),63,N4-63,"今日はカレーを作りましょう。
→今日はカレーを(         ).",,,,,
835,7(2),63,N4-63,"岩ご飯を食べに行きましょうよ。
→昼ご飯を(.            ) よ。",,,,,
836,7(2),63,N4-63,"忙 し そ う で す ね。 手 伝い ま し ょ う か。
→花しそうだね。(.   )か",,,,,
837,7(2),63,N4-63,"前が降 りそ うで すよ。 早く帰 りましょ う。
→ 雨 が 降 り そ う だ よ。 早 く (.   )",,,,,
838,7(2),64,N4-64,"A :夏休みはどうするんですか。
B:私は歯へ揃ろうと意っています。
C:戦は沖縮へ旅行に行こうと思っています。",,,,,
839,7(2),64,N4-64,私は日曜日に表だちとテニスをしようと思っています。 ,,,,,
840,7(2),64,N4-64,今はぜったい富士部に登ろうと思っています。,,,,,
841,7(2),64,N4-64,賞休みにアルバイトを しょう と思っています,,,,,
842,7(2),64,N4-64,けっこ ん式に 先生を  __________ と思っています。,,,,,
843,7(2),64,N4-64,今度 の週 果 は滋へ 行っ て __________ と思っています。,,,,,
844,7(2),64,N4-64,戦は 今度 チョコレー トケー キを__________ と思っています。,,,,,
845,7(2),64,N4-64,今晩、サッカーの試容を見に__________ と思っています。,,,,,
846,7(2),65,N4-65,家族のために 、一 生けんめい働きます,,,,,
846,7(2),65,N4-65,けいさいについて勉強するために、 自本へ来ました。,,,,,
846,7(2),65,N4-65,新し い車 を買 うた めに、ちょきん をしています,,,,,
846,7(2),65,N4-65,首 相 は 国 際 会 議 ＿＿＿＿＿＿＿ために来週京都へいきます。,,,,,
846,7(2),65,N4-65,自動車工場 を＿＿＿＿＿＿＿ために名古屋へ来ました。,,,,,
846,7(2),65,N4-65,この船は日本から中国へ留学生をつか,,,,,
846,7(2),65,N4-65,＿＿＿＿＿＿＿ために 使われました。,,,,,
846,7(2),65,N4-65,＿＿＿＿＿＿＿ために、がんばって勉強しています。,,,,,
846,7(2),65,N4-65,これは漢字を勉強してい る＿＿＿＿＿＿＿ための辞書です。,,,,,
846,7(2),65,N4-65,医者は病気をなおすためにがんばっ ている。,,,,,
846,7(2),65,N4-65,だちの 気が早くなおるように神社でお願 いした,,,,,
